,customer_id,review_id,length_scores
4191,39508758,RT51KT9U0JOAJ,213
4192,35965401,R1783FMC13QYT2,120
4193,4855448,R31KWULYS7UQLH,4
4194,1664702,R3IT098IE5CFBX,4
4195,8733627,R1ELFGRQO9XFP0,83
4196,459734,R2L5H0GVQ7F9VV,84
4197,39884023,R1XNDTA5MODGWR,69
4198,26116224,R2UWPY17VDUUKY,480
4199,8841929,R2C5EF21IMVS9S,13
4200,34037895,R3QJMS7NWCWZKB,113
4201,24106412,R2072S8BORMMLD,47
4202,12449377,R18H1WBS8KLU85,20
4203,39664144,R2KD1SDMKJ6SES,687
4204,13702904,R1IMXRZFK2E2S7,33
4205,2577483,R9RS0AVJSU49,67
4206,19067767,R2YSADBPBYLCI3,18
4207,506657,R2X3HA55BJT5C7,48
4208,35738495,R23TMYS0D2CJCS,21
4209,1301313,R28PJ45PIDGCXX,5
4210,24314423,RT71BJ4W211XY,129
4211,15253113,R2JL3K2KM7Z86W,21
4212,14744107,R1UVJPJFWTH2R1,25
4213,35830703,RR08WG6E2OQZ4,28
4214,4279461,R3PBOM7UEYCCZA,193
4215,7321813,R3MN3HRAPP7I3Z,70
4216,35342509,RUUM4ROJ21CJ4,60
4217,10735228,R19WHD4LJ21HD5,62
4218,10332161,R1IGCMFJRNFKZL,77
4219,47762156,RV35YBJ19FQA,149
4220,1618799,R1MWSC6BVSAMPL,22
4221,19469948,R3LROFFAVMMOL6,10
4222,14715743,R2XURIVWKST0SV,388
4223,28275533,R1E2HHTZL7AREA,94
4224,47592344,R2O71NLCBX6L0W,29
4225,43987794,RTMOO1X37OHUJ,157
4226,1856341,RHG5QXRNKTI63,7
4227,24737072,RDL3NMIVFVOHF,12
4228,30674143,R28VMZONUJREBU,41
4229,49833628,R3GBJUEDKKUQ01,10
4230,257152,R2JRCOXVP33SAO,11
4231,23604066,RAPOKRRFN5BQJ,127
4232,13360778,R2056A735JDPKY,12
4233,12556639,R2EEA2AQWWATMS,1481
4234,44887577,RYKVI99X90K09,34
4235,15415714,R1AM042Q0NWKMT,147
4236,3208829,RJLKKXQ61HGD9,9
4237,14243158,R38BBRK1BZG537,70
4238,37912131,R1S0TGB8IXZA1Z,82
4239,10698534,R1B8UR4HFFGEEN,224
4240,22278662,R2LE3XMI39U8DE,87
4241,39238245,R1DNM6DOVB4WDM,44
4242,39851373,R2DGYOAB8FX4X9,80
4243,35045184,R1IJNL53GJUAAU,529
4244,45143524,R2IETT9OCBANFW,915
4245,4264145,R27BHO178HYSZP,302
4246,34385602,R1QNFEAMAC7GR2,48
4247,47608796,RNW4EAO5MZVDM,62
4248,18566025,R1UAFUG5ESH85Z,36
4249,1415777,RGP2Z80F35KW9,41
4250,5641448,R29H6W92OYTBFB,28
4251,30837179,R1V7OBAC4AK3UN,49
4252,45037412,R6495DPB6RUPN,14
4253,3367004,R1YJ86WCK56JLE,100
4254,30141594,RIC07P4OVWQRN,256
4255,19677296,R2ZWQQ4JDLRPC9,229
4256,50276022,R1O80BE86X8XH2,254
4257,31355884,R6VRA0JMIZ2M9,102
4258,2499374,R19GHU78KQ2C1W,56
4259,13475840,R34V15GX8ZWF0Q,37
4260,44045927,RXP5RPI0HS9KY,830
4261,13367046,R1PYT85YGKT3Q0,17
4262,18950990,R2302LNMHBUEZV,245
4263,42273743,RU89WETT0P60H,106
4264,12511203,R24YCKNBTP9KKX,310
4265,50437595,R21MB336GGZW0,232
4266,11400887,RQZVBQITO4M4A,23
4267,10531350,R2FWRI7GJXFS85,9
4268,23736837,R1L5LWL0CHXPSF,32
4269,44942059,R2PXYE10ZFBODO,15
4270,765938,R27KNJ6O5VU16M,252
4271,20480817,R3QZYCFMKS5I43,80
4272,3377315,R35H8ST5LBMQUN,98
4273,49921012,R336YR4VM5IOKK,34
4274,47211331,R3L7LS0NW1L6PQ,214
4275,29538141,R2ZKCOW3Y1FGMB,146
4276,8305998,R1I2WO6CQEZ0IT,20
4277,41034020,R3MYC7T0PVTK7B,205
4278,14540868,R37IQNE8VXD7I9,509
4279,21716225,R1EA5Y62KEU3RZ,25
4280,51821653,R282NHBTC19OIA,11
4281,37902909,R11PAS4PH48X8M,35
4282,35266954,R119T5TQ3FWUE,149
4283,4264145,R3H38WRQ5UODA7,78
4284,28883940,R15I629KZKXJMN,109
4285,35187846,R1VV5ERONOMHF0,46
4286,50869621,R2MS7CCH98CIKG,679
4287,23822040,R1BGEHF9BEPMTT,85
4288,50806762,R1HC19OJDOA96B,24
4289,19679685,RHNDU4LFLN26F,17
4290,18113716,R23KXSVFU7T40G,122
4291,35307250,R3ILHCQTEBXQ7B,116
4292,10810106,R5B8JNQISOZXG,114
4293,17875218,R1JOXZ0W52CKWE,97
4294,11972380,R3A4GKDTEQ2R7J,11
4295,42653227,R1WSDXO1ZP5VL8,52
4296,51738694,R2ZIN6HJTJ4SR4,21
4297,3189452,R3M0AWE8DKJ5LA,94
4298,10159576,R2J2A1L0CNWEAE,43
4299,2497687,RD8TAT6817B86,12
4300,471760,RHK3YU1TVQZP,100
4301,12552282,R3F7YQ8KBS3GHW,50
4302,29531572,RH7K6URPCN4YX,65
4303,15351573,R27YFI3VN492T,219
4304,52944999,R2BLM6ATB76DG0,200
4305,28803609,R1UBQDAPC0G8RQ,526
4306,478908,RXCMAHPXU8NFP,111
4307,10415924,R2P029J6YJGKCW,324
4308,16444488,R2NB0KRV973BS7,380
4309,20604624,R21T94XUQPWA4K,64
4310,453854,R3HQH1X4EOJ00T,78
4311,23337862,R3JBK7O0QCMVZU,20
4312,45475140,R3ICUOGOJHAKOQ,4
4313,46305662,R1X3Y9K7KYYID5,2
4314,6582774,R3G9WXWKVWX2T7,94
4315,17335341,R897C68UUZ5H3,11
4316,14641748,R1X5SR73ZASAZ9,34
4317,530823,R22L4G0IOTFC8V,20
4318,43740049,R68G1ORSTY671,368
4319,50495231,R1FFVW29YO9CON,299
4320,10715951,R30A6EP482E54M,17
4321,50358947,R100SPJKAQ6TI4,5
4322,28701534,R2LCC7JQHPZ70L,29
4323,541036,R2TTLN4BG76H6V,5
4324,805611,RROYPR7Y6F45M,67
4325,19299007,R2K28A4K48FKJK,174
4326,26052215,RGG5WLAHJ6LRJ,232
4327,19538164,R2TNSKNK46S21M,54
4328,28495031,R1GZSASFSKTXBI,63
4329,45790981,R1AIYKHD9ZG0QH,56
4330,15266567,R2G3NGYS32YZ7Z,39
4331,2878909,R2JZY39HVMVR6X,79
4332,30005671,R3OORC069HZKN4,80
4333,13855441,R2K05HKEOOILBC,5
4334,43866272,RW8PGKF87YYZ5,221
4335,45837785,RY2TD5SSX63A7,33
4336,12726568,RSUU2P2K5W193,20
4337,16698176,RJD3TYIXXK38T,506
4338,6385882,R27FL2VRA8PWQW,53
4339,23456913,R1L1280D85FWY4,103
4340,15383161,R2ED32JNWCNDVZ,29
4341,43924713,R18RB97BNPZ9BJ,23
4342,9925815,RU75B7ZT7OV76,26
4343,25428421,R1AH3RY4A7YD3C,475
4344,40465676,R1J8AEB7KTNGJD,28
4345,3025500,R3T1P007UB3VA8,31
4346,2347412,RBLYBWN0HNVKN,30
4347,29766245,R14OC3OR5AP82L,17
4348,44538158,RZTMIT43E10FT,31
4349,45391464,R1XOE3VRVFU01B,38
4350,42880587,R1NUXKGHKB8KBH,37
4351,12075705,R1X260QW9FMKQB,10
4352,50810772,RMNORSGY7DPSN,69
4353,12771567,R31OGWX3BUSPLG,176
4354,21924130,R2RCK6VNCMPT52,57
4355,34343568,R2BRT0OAGEXGYJ,253
4356,50938065,R3S7VQ3TU6VE1O,5
4357,14874519,R3L1ZMRIGXFCOA,31
4358,37377401,R1HO3KK1XABEFG,28
4359,44158889,R2DLXGIL5RMZ51,84
4360,20719400,R3D6NP03OSGOBG,10
4361,11981127,R1ZKUSTYDICPO,59
4362,27543110,R2PZIEDGRVK58J,200
4363,560378,R11UH62PLKRQD2,108
4364,2247424,R18ZCQLATSP675,36
4365,15256502,R1WH0RE279D6CB,38
4366,15096899,R1O4M87LE6WKL9,320
4367,24318181,R31LDIMOUH7F7A,28
4368,34567851,R34KDA7M79VOSU,34
4369,24594886,RQWOD9PRQROQE,18
4370,13660024,R3QPRXEHA9RCWB,9
4371,25707442,R4OXYBGJCKK1E,327
4372,12872419,RSZY5EK2532T6,22
4373,30804706,ROHC78N7FFC58,64
4374,10212924,R3W4DJ638FH0KD,126
4375,11293916,ROOGVJCVCNHD8,8
4376,31599582,R2O940YDW5TS4T,38
4377,11066233,R28TGG8HCI5BZD,37
4378,43135970,RABOD331JOSGM,243
4379,53014729,RV76BD4BBGI0U,14
4380,27681863,R4GI7KYB45547,61
4381,50749647,R13ELY78F9AQBA,160
4382,47577354,RTSAANNFKSNGK,13
4383,987405,R1D39LNOBBL9H8,24
4384,33648984,R220CR3DPSCIP,24
4385,30976204,RBKJEAHKVHVOZ,379
4386,16658709,R32BV2ORRYO39Q,5
4387,37709634,RQ13LUPZ26MPY,53
4388,11513606,RXX6YQZ9F8M81,4
4389,45721399,R1Q8MEM37K76ZO,123
4390,7306990,R2ORX2EA6J0W79,33
4391,40356453,R296U1J88H3Y61,28
4392,11428208,RMVWGOYLVHJP0,90
4393,12510934,R2S8LHUCUUUNSJ,32
4394,13543389,R34126LWQWEULU,156
4395,47365122,R1W75TSXGZSHXG,4
4396,46704859,RRLZF8KTVEKSM,457
4397,47875564,R1LJRKOKAFSRG5,70
4398,74314,R19T63DXXRZLOK,85
4399,22955456,R1GFRYVQ6FPBZH,10
4400,17553057,R404WLS6PQHA5,233
4401,22809588,R27FOURMKELSTO,843
4402,36508297,R3OY6VIKQ85KCI,154
4403,50679636,R2BM9O0R7HYLS6,339
4404,2088106,R262JL39ATB80E,116
4405,49176241,R1PWRLJY8ASMUQ,17
4406,42944532,R1662WZTC3FHDW,685
4407,50155233,R3EAFINE9NCXD2,4
4408,29677837,R1S3GJB0RZRTOW,19
4409,1493176,R1JAN8V13GBF9V,139
4410,21088405,RWK2DH3ATHFG7,32
4411,246826,R1DE8Y4WJO56HW,206
4412,2373220,R2JW6AOWMCY1C4,4
4413,46489501,R3KJLNPNZJSYOM,20
4414,10740737,RA71KCPROIAGF,98
4415,901948,R2OO0O07OQOU0K,33
4416,13623430,R2S5P4YIFZ3P4O,974
4417,4413356,R1P8GTFSUBADC8,100
4418,1872037,R2VDVA8XVKWFR,141
4419,40397860,R2QQPM3T8NANW6,177
4420,2497194,R315QBJZZQH7KE,4
4421,25289306,R34Z7RE21Q89XT,75
4422,47119337,R1Q9M5EXHZ237R,279
4423,15064631,RABWNRPRO4WEZ,111
4424,46906006,R3QHGIKW7V7ZZU,15
4425,15483170,R16OCJK22Y8JEX,263
4426,19735220,RWOUFW04XCZ3G,92
4427,26189463,R1V665ZJXY0UGY,44
4428,10899776,R3G48CQMFMQVTM,4
4429,16557549,R2YC1WQYP2SPZL,142
4430,36849910,R1KLCA0LG6SYFT,20
4431,14916066,R236SR9XHQA5H6,222
4432,32559140,R2BR26VBA48AS0,288
4433,46354641,R3MZ63LJDE86RC,123
4434,36357478,RZOM70A2F600A,40
4435,25083038,R11E6N053VLJ6E,44
4436,28785561,R25AMCVDW81BZQ,108
4437,23357549,R18LJ3AJXQ2J7W,1006
4438,31813848,R4E5P57V3QEU3,51
4439,34590217,R1LZBYHS7WIUHF,4
4440,3900493,R3KI4YMW7QOUV6,8
4441,43901051,RC9J3Z1Q3JFQC,107
4442,876091,R219O8P5O58NFL,80
4443,52893029,R274YZHNXB7GIR,114
4444,11302163,RYRHT1V2U7MMB,61
4445,26156856,R2FK4OXRO8R29B,47
4446,32726973,R3VAGJACLQMPGK,6
4447,47684884,R3JX93COFC4H2P,537
4448,44129568,R1INZFNM426ET8,29
4449,11397567,R1H87FAXIFTGDL,13
4450,27073807,R2NBOFGAY9DZE3,20
4451,39461851,R2QOPQXYKNDVBM,12
4452,14427438,R2GM7BJ7INJPVK,11
4453,15127597,RFGADC1APK5HS,72
4454,20515881,R2X11N781ZL85S,18
4455,35967181,R2JZQS8N5VMB0O,16
4456,25626742,R3JCJ8CP8382SL,644
4457,21398995,RXYJTRAFQ3SUE,42
4458,12733573,R2SAZLO4JLC0WR,26
4459,38031993,R1ISHINCE3BO9Y,104
4460,39474230,RXFMWLVTV780N,81
4461,7337686,R34N4Y72JOP8PJ,21
4462,22231345,RMFDFG12BMV1J,117
4463,52580881,RE7DEXEUW8KE6,10
4464,6394761,R2GE051KWDAFGU,12
4465,41656458,R1758FR1QY51K6,26
4466,35959153,RFH657QX46UR,134
4467,537206,R1E93TYG95JL19,26
4468,18640603,R14PSSS72IBKBZ,303
4469,30967992,R85X9A380E5H7,31
4470,27266185,RSCZ89CV5GAJY,263
4471,41295004,RJQ3UM6YCK53,9
4472,230168,ROWTXJEIM1MIQ,119
4473,30371658,RQQQNNHX4PVHX,44
4474,4010441,R2TJX0S4FWXKKA,17
4475,31788490,R1H2CAV5U7GLWC,189
4476,538305,RU1KG6R8P1209,17
4477,34212926,R3ET2NZLQEPML7,38
4478,25922454,R395I5P68VSME6,25
4479,38229496,R1PGJMZP3DCZ6W,37
4480,41265110,R2IX8M69OYV3U1,14
4481,42517317,R2S4EJZ5O8MDG0,68
4482,25922454,RFLTGF8HBDAF5,20
4483,52202338,R2D8C89QJ5GUEV,58
4484,28395464,RM7GH6E5ITDGJ,17
4485,50623457,R267AE7OE16VCZ,74
4486,4746362,R1B2F0EW82FFSV,28
4487,2494689,R2Y13OG5FQZBB7,5
4488,43643629,R3AFPZHAGBCW8C,148
4489,51735778,R1UIE2KS70PNGY,23
4490,45956966,RVYN3Y0FH4LO0,17
4491,14444034,R2QNS730RFLRHT,187
4492,32038204,R14XVPBYF44J89,982
4493,663134,R3QWLRVDTM05T7,67
4494,29056052,R19K3JNXZH6VLY,33
4495,11245668,R2YPRWPOQ08UYZ,327
4496,23710881,R2V4RPV4ILPJSX,694
4497,25842189,R3C71GGQT4HD8K,11
4498,22431584,R1OQT7E02K7N9I,957
4499,1838981,RO9QLIURJUVCZ,34
4500,14444986,R1S3SWEMQFMLOH,68
4501,17817217,R1TTAA3MG9ROHJ,25
4502,20784224,R3IME3SXYOBB47,25
4503,42946633,R9W58AVP4YICI,30
4504,44877008,R21IUQJECAP3OI,33
4505,7659743,R3D62Q5LL21XZ0,37
4506,42942316,R2IH5TND6Z4XXJ,101
4507,51016935,R2E6ZG9RC6GPQR,77
4508,20529246,RL8T8V04O8S1X,334
4509,18617638,R1V9X5GDQSUTXZ,5
4510,36251071,R33US2JEBFUXGA,118
4511,32038204,R21ST6KMFIBE8W,918
4512,18408764,R2VSXXANNDHA3T,250
4513,38145682,RJCWTGDLR30JP,72
4514,4095814,R1ZWTDVNX4OWSP,33
4515,26114491,R2R760UJB4SC7C,16
4516,52870270,R1AUCG0LAIRK,5680
4517,14230508,RQ5L4YUSV0ZRF,4
4518,12087288,R3VRFXGWONXJU,81
4519,23785727,R3GBJKFHCCMS67,30
4520,6707426,R2OE8YF55ZPHQT,46
4521,16241058,R1YOFDNNF23H1K,87
4522,45821159,R36IUCVGIBFP8Z,300
4523,43396338,R295ZIZU6C0B3G,148
4524,18380819,R2HTUESH9HGICF,10
4525,22846042,R1GJT1JFN2AAOG,38
4526,47418412,R3OUV048G0DAV,29
4527,5307508,R3L5Q24SCWJVRJ,22
4528,20197766,R25GZYGVPNXCH8,42
4529,3376622,R38UIIM0NSNCV9,186
4530,20625924,R3ERTQF0SLCOKZ,33
4531,9472869,RVDOGAZU1H3M8,311
4532,21270896,R3UWRJWIP8LL5L,7
4533,22112753,RNS27RUICWO5N,277
4534,34469676,R5XAVL9TPHE53,98
4535,20587022,R3VKJQADJQKID0,147
4536,18842341,R16EY6WJKOQY10,49
4537,41459511,RPPXZORJADKJE,98
4538,21529114,R2YTQ87E4B2FRM,5
4539,15351896,R1YRVV91D3HQOZ,14
4540,13753862,RBXKKK9NMPKAL,165
4541,35144615,RU9SM0ICNR9PB,30
4542,20098348,R2IWEP55I75NGE,14
4543,1441530,RUWLF4DG149DE,32
4544,38229140,RSLE7I3LP38FY,35
4545,279093,R2THF4WA4YMT19,4
4546,33408151,R2MH1VKLTEXMPU,83
4547,22415241,R140Y1QC851W2,42
4548,553256,R2PNMEJBYB0V2J,4
4549,43110601,RV0TJ5OHK0Y76,316
4550,746146,R5CHELD6LTDIM,132
4551,27122918,RG33AN5P1CAVW,18
4552,12001224,R1JIM49GBKYFLA,83
4553,13014967,R3APYO5H36BN5A,58
4554,45980039,R2V6YOA1GU4NKG,184
4555,2851106,RT90RUJLRCVZM,31
4556,37349427,RGYDDD9LMY200,110
4557,2317266,R1BO1QAE44WJN3,91
4558,25611414,RV38MIMZWJGV9,54
4559,41869487,R2MC6DOD1EXTA9,15
4560,19208665,R3U2BOUPWLWP5M,171
4561,26038461,R310F3B66EK838,371
4562,39954863,R35CY9CMLFTWG3,316
4563,399043,R22GDIP4KOGRO7,130
4564,15002752,R25UO08VF4QL03,21
4565,26238820,R306RAH2XJAG3C,14
4566,1438578,R31RRX80LKJM8T,4
4567,30099378,R3AYLKV5KSX4IR,167
4568,10343818,R24GJ2MA4S723,193
4569,26589982,R3V0C0YOJRTEED,7
4570,38407994,R1X3UHSQR7JKYC,7
4571,4086780,R2VUIVFXUFVRIW,111
4572,24154962,RA4NNI22TXTTU,17
4573,51784655,R1G88OFZVV5Y1Q,146
4574,44278178,R26H0BHP2GG19N,9
4575,50124210,RQGDO1XGSGCBQ,35
4576,46903131,R151BAGKV6IJHS,14
4577,37077419,R3NEGL4356SE7Q,181
4578,551729,R3E1WD4K8U129Z,51
4579,26733176,R2GODM5Y9LJXY2,17
4580,18847778,R5TC07IQ892XB,123
4581,35572679,R19N75S9R91IGG,79
4582,45219100,R3BMZHFTBUK2CV,25
4583,43914750,R378KQ2VKHUPCB,64
4584,1893167,RF43TGK0RH4G9,14
4585,8237772,R3PIQ0RSVPLSDN,13
4586,31479305,R2CDP4YVZNR42Q,39
4587,51870311,R36NTULTD2ZIDS,497
4588,47237822,R2KFRGIPQHX87W,46
4589,1880004,R3AF8XZSZIO9W2,4
4590,48340057,RT3RCWH3Z8FP2,113
4591,48111414,R2CS554WNID2HV,14
4592,16404753,R1ZBHB8ERE3WCE,51
4593,49814086,R1IKZDVLZITPKE,315
4594,47099501,R2K96NZ8MSL7AW,528
4595,10243875,R37HOJBCZ8UAOJ,31
4596,49429735,RJD3M5XIZ1HUS,35
4597,52313040,R3EAO0Y48KTP85,35
4598,32234928,R350ET30RXG0TA,17
4599,11595511,RKM396VMYEBG2,43
4600,470270,RR0G9IBBCT388,49
4601,52728169,R20Q6ZLEMES0M6,28
4602,24129275,R1S29K471Y94GG,25
4603,50149052,R29TQGZPZV9RT,345
4604,300008,R2XTTZR64HR5WT,9
4605,50737746,R3Q5XBSC3MBUEI,1232
4606,10488464,R3K5MYA0LUYANA,4
4607,50484930,RSJQXFXMZ7I3B,23
4608,16040585,RF5HE87APKSN8,123
4609,21745080,R1MKC3D22Y9KSP,77
4610,37184295,R2KUHS9W8647NU,138
4611,17113718,R1OPOBEX4XIVUQ,118
4612,14817679,R2SAU41LVNA2L7,157
4613,23658086,R6M84J96GJYPJ,4
4614,14701221,R72LZ68IT6XB,193
4615,19036031,RWN6COX4LHAXQ,12
4616,3200913,R2USV5DZRK2NTP,7
4617,4056768,R4V0EBVLSWR4,153
4618,4698214,R37VF3TO3YOKJ0,53
4619,39813002,R1TBGDULQRD1GN,21
4620,7752277,RJZLZCDN0HJEC,130
4621,15767547,R2EPWLGMPFBFU3,45
4622,15118425,R3FXUP5MBFG6ZT,213
4623,52829510,R2P8B0ZDBEG7SI,25
4624,30322553,R15RC924SQ0ZCY,27
4625,2369860,R1FKZNH0GQGIIZ,42
4626,41555170,R12IADES9020GG,19
4627,52092643,R3CX0OTHVV7PRF,158
4628,14761712,R1I7TY4GFENE4C,47
4629,41792396,RT8EW7FRA475I,54
4630,37058501,R1A9L6RPBKX7JP,29
4631,42533010,R32GH5DX0KTW4G,116
4632,50404146,R3CQ6Y0DEKLYRI,75
4633,25671351,R1LSQ9R424020I,20
4634,2848965,R3FPE9MWH643RU,4
4635,636540,R1WQ8L4L42IAWB,36
4636,14541731,R38TH836U1B6HE,142
4637,23648203,R2ZASQ9CGNKIS3,65
4638,19589798,R1MOW5IFXNZHD7,115
4639,24932073,R3V3L0WJ3U7B1J,30
4640,15838984,R1Y6KMOREN8RBN,261
4641,18626458,R1FGL7T8ISY8SR,268
4642,555924,RQBPMUGVACD7K,35
4643,44831419,R2RK1WY6837MRU,49
4644,17289429,R2P0LA3IG4YDH2,105
4645,36375980,R3G736XZPDR4VP,283
4646,22123390,R2AKDMFBKN494B,39
4647,52574332,RYTXQ0QQIXUGE,50
4648,15201005,R1885IOOQKN2N0,721
4649,42946153,R1GCUMSYM027Y4,29
4650,16373082,R3VJT49ZNHAO47,66
4651,50391546,R23TLCC6QG7Q8Y,233
4652,11386390,R3LO98K6Z9KL43,541
4653,45152811,R2MMUY8HJCE8RG,44
4654,16943288,R24FRY9K08G97,4
4655,37807176,R3EVEU9V4E7YAA,396
4656,27932808,R3DH372NJSVAVI,176
4657,48523519,R4Q9JLDHSUS5W,11
4658,33449056,R1FULRKF3ZTKK2,70
4659,13377470,R3NXQ8TDROZQDO,98
4660,50485915,R1Y6X5P95G2OXX,3236
4661,10102826,R15WX05F14NEET,285
4662,2860094,R22ARABDIXT0ZM,18
4663,44147255,R1K8VH4CJ6R00U,28
4664,6942078,R1TH2ICB72TNMP,133
4665,45783759,R2SH94FKHWZEUP,40
4666,42089538,RJEFWJTMC9ICF,28
4667,39664665,R1BWBGWEX98A47,42
4668,16456983,R353NNT1LH7BU,47
4669,37382326,R37R7W7NP0W2HR,39
4670,17778933,R3BM2WIOZ7B4OU,38
4671,34450982,R2WM2K8XNQ8LT3,31
4672,51512617,R1M58W3RSJD6DB,114
4673,30348579,R3FQXXK0RBJ6Z0,0
4674,41076393,RG68HRJ51KHGK,913
4675,555855,R1ZWFRY1BPKVZ4,4
4676,22081231,R3F54VZ7UL1NZU,175
4677,17547673,R2HY6HJ95KGUP,1053
4678,566031,R1IG0HF4S7ETGY,29
4679,39364538,R2FQ3CWGG6E3PB,7
4680,19815239,R14WQFHPG7ATOQ,42
4681,4934271,RZIZ0NC5GHWY6,319
4682,23493591,R34N8RHQTSE1EA,63
4683,13406488,R16UR7RL82709S,48
4684,48431980,RQSF9OM7IP5LO,142
4685,24409327,R20ZML9P3WW693,76
4686,33145343,R2H8N3ENA2DDQR,13
4687,42197631,R3AHIM76G2FUY7,151
4688,31720331,R2E4F7QK9QFZ6P,43
4689,15547376,R3NBD3A63KDTH3,95
4690,22423329,R1RRGLLF7CXDPL,67
4691,49836176,RQCKFWMTF4JJS,69
4692,33742772,R3AK04E7QVB0KA,269
4693,30348579,R2PKDXW1LGQSK6,0
4694,11891288,RMEWRG0IZX56T,46
4695,246744,R2PBB6DUQ2W6U2,145
4696,20933254,R43J4J62TOL7B,211
4697,26236708,R19BGSAX49ZG08,22
4698,13324592,R2DOCE89HCD4NE,51
4699,1729939,R1A9VFX4O95IM,4
4700,7298450,R9TJJULHKT6KE,9
4701,50027179,RRSSXX89Y1J8Z,1704
4702,34290988,R19ZMUNP5NN4GT,36
4703,18567521,R1S6V6PY8662PP,28
4704,25631604,RCHX02650YQP9,1702
4705,50928457,R24IVSPI4J5QV9,136
4706,19019773,R1F4ZTJZOK1QDT,15
4707,53035324,RLWFS737XZXPC,194
4708,48278328,R2P1W3BLT99AC0,26
4709,26029921,R3F50XMLNX48ZX,11
4710,4988828,R2IR4Z2E28FJO4,69
4711,324458,R3MT0W4PU4A4QS,263
4712,14548602,R8SR586RJ65Q4,121
4713,16506014,R2VM60C8YGIYWT,35
4714,24425699,R1K3E58TOP4OEX,47
4715,16992719,R3HPEU1FHHZWT8,600
4716,8276215,R2VY922EGS9203,10
4717,42425829,R22QO9IEXRTT52,110
4718,31266234,RPFQBIZX2P8AB,2
4719,45762872,R2993UXK97V37F,54
4720,700074,R9MUG74U8KYP,208
4721,4666636,RZIBCUBZ331SA,23
4722,16456983,R38WOAEH24JMWL,25
4723,2487023,RI6UFM020GF5T,110
4724,30478712,R1TJIAW230Q0LY,65
4725,34450982,R3ARV1JQK4FAQE,31
4726,693538,R12MRT8TJR83N0,86
4727,25210242,R2TRE6LQYCVEYW,36
4728,52844595,R1LHQPE0FH2MPJ,146
4729,4711500,R2EMHA20QWDEV3,87
4730,21628427,R2S9SHTU1MYVV6,99
4731,36661332,R3B5JDEW85JY5X,226
4732,14706154,R121LD3I18Y5B9,306
4733,45510106,R2JJFLHCEMYLA8,4
4734,22675199,R2UTOS5XJHCL12,1111
4735,49347876,R2IW160WHYU5WU,64
4736,22239672,R1YROD806OG051,39
4737,29270910,R3LUKEO82UBSO,640
4738,24180984,R3APFSA3C6Z3NQ,38
4739,19179858,R3DM9TKJO82CCA,137
4740,17418760,R67WSL1SOOCHU,23
4741,36861046,R2PR32CXMOL22A,276
4742,4024986,R29IU9OOAOXO7Q,27
4743,11321223,R2808RV6F68DJN,4
4744,31518756,RVOL4WJHH8N1M,24
4745,30142206,R3HJHL5IYXCISZ,116
4746,24906163,RAZGKGM7FR8K7,99
4747,52494788,R31FR9TAQR8UO2,35
4748,29270910,R2UBB1GE24R84N,146
4749,18948690,R1YJJPOA1LBMJ3,252
4750,15225591,R1UR2SFABB663Q,16
4751,318857,R27CQ7B9A0HCKP,102
4752,239781,RFSZL1CUOIFGC,27
4753,34180177,R1RDRO52X8M3X4,630
4754,83647,R1ZQ2D5W1QU4CA,99
4755,52355003,R2WHXDGQOFF66S,95
4756,52525715,R19EBV43AHJPUS,35
4757,20231772,RY5Q04ST69XHJ,17
4758,43340851,R242PXXGH7JV4I,83
4759,567714,RN3UXZO9FAZ1E,102
4760,50349030,RQNS52YCOAC0A,4
4761,13947369,R2QDNJX7YBEAWA,17
4762,51745148,R1H4GKEQYRXFO9,32
4763,314267,R1IJ87SF8KDWTJ,117
4764,17957446,R3S83Z73Z84CS4,2342
4765,1397203,RVQQJZFMWFXC7,5
4766,46836712,R3D24K2O5UFJ7S,102
4767,22765899,R25A95WBWISWEO,31
4768,22575234,R12PIAY0006DDS,19
4769,15172255,R30SMZZ2ROTA72,89
4770,22060539,R2Z0HBGNYPRXZ9,133
4771,28711038,RGAM82VGNNZ1U,173
4772,43459805,R3VK5N1WCAPLZ2,152
4773,40787810,R2QTGBSX97Y098,4
4774,45115404,R2OES9ZXC33BRE,29
4775,28307976,RUUDM289XNCOM,682
4776,33217871,R1PQJGO8H337XQ,112
4777,38203841,RR3LM5AD7EY22,1689
4778,18236454,R2WBAC5HDS973R,32
4779,1578967,R3RFWBUGBZOJJV,935
4780,43995917,R398B0MYQPM2YL,4
4781,32440899,R36MK0BT70NKIB,29
4782,42678674,R3DDW5VB84EDC3,31
4783,41135497,R1BI4BPRNEGYOQ,75
4784,27589113,R3PZO1H6YDH15X,469
4785,14632059,R1TEJLTF97FI2F,42
4786,20077306,R1MNW2CM4D7PJ0,4
4787,12837426,R3LM08QPA35ACK,66
4788,36466142,R2FU9R47TEKX7X,357
4789,11156802,R29JXQOCD9ZC0I,232
4790,50328458,R1INR5A17ZGR2A,59
4791,13372146,R2JFSG84W385PW,112
4792,41389236,R1PBOYIDY1H7IN,38
4793,43477536,R375V90JP5OQOW,34
4794,246802,R3UTYYL0OURGH1,66
4795,15174487,RRFZI28J8HGDO,11
4796,44629150,R32BIADB0CTIS,690
4797,1879097,R3KC50UZL5XGWI,4
4798,22131768,R1PYZHEHAEJ7XU,26
4799,10180378,R2J020O042GNN9,378
4800,48508543,R2FZQ1K66087WP,324
4801,12047722,R28P2TYLKF1898,35
